institute,category,course_num,course_name,credit,semester,description
bulletin.hofstra.edu,RELI,RELI014F,(CC; HP) First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. This course is offered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,RELI,RELI014S,First-Year Seminar,3-4,Spring,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. This course is offered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,RELI,RELI015,(CC) Introduction to Eastern Religious Traditions,3,Fall&Spring,Survey course concentrating on Indian; Hindu and Buddhist traditions; with some attention to the religions of China and Japan. Emphasis on tracing two basic lines of Eastern religious behavior and thought: sectarian and
bulletin.hofstra.edu,RELI,RELI016,(CC; HP) Religions of India,3,Fall&Spring,This course examines the central traditions; ideas and practices of the major religious traditions of India including Hinduism; Buddhism; Islam and Sikhism. Major themes explored in a comparative cont
bulletin.hofstra.edu,RELI,RELI017,(HP) Lost Christianities,3,,PeriodicallyThis course explores the varieties of Christianity that co-existed from Jesus’ death in the middle of the first century through the end of the second century.  Included in these are Jewish-Christians; Marcionites; Montanists; and Gnostics.  Students will read a variety of primary texts in translation to understand better the struggle between forms of early
bulletin.hofstra.edu,RELI,RELI018,(HP) What Is Catholicism?,3,,PeriodicallyThere are many versions of the branch of Christianity called “Catholicism;” and many ways people throughout history have practiced it. This class asks what various Catholic communities have meant by the word “Catholic;” explorers its major global varieties and common contested characteristics; and studies aspects from theology and ethics to history and popular culture.Prerequisite(s)/Course Notes: (Formerly (HP) Sacraments; Sex and the City: An Introduction to Catholicism.)
bulletin.hofstra.edu,RELI,RELI019,(CC) Introduction to Buddhism,3,,Once a YearThis course is an introduction to the wide range of Buddhist ideas and practices that have developed within the diverse regions of Asia; with focus on southern Asia. This course will also introduce students to the various Buddhist literary and artistic expressions. The course covers a wide range of Buddhist traditions (Theravada; Mahayana; Vaj
bulletin.hofstra.edu,RELI,RELI020,(HP) Magic; Miracle; and Medicine in the Greco-Roman World,3,,PeriodicallyThe interrelated concepts of magic; miracle (religion); and medicine in antiquity have long been topics of great interest and debate among scholars of antiquity. Magical incantations; for example; may appear to be similar to prayers; and physicians in antiquity might act like magicians. This course explores these – and many other related – issues in an attempt to identify; where possible; social constructions of the categor
bulletin.hofstra.edu,RELI,RELI050,(CC) Islam,3,Fall&Spring,A study of the rise of Islam within the context of the cultural social and religious conditions of pre-Islamic Arabia; Muhammad’s religious message and the Koran; development of theology; law; and consolidation of Sunnism. Attention given to the concept of nonseparation of state and religion in Muslim thought; to the ex
bulletin.hofstra.edu,RELI,RELI051,(CC; HP) Sex and Diversity in American Islam,3,,PeriodicallyThis course investigates the plurality of Muslim experiences in North America.  It is structured around three main topics: (1) the history and heritage of the Muslim slaves brought to the continent; (2) the emergence of an indigenous African-American Islam; and (3) the immigration of Muslims from the Middle East and the Indian subcontinent.  Studying these extremely different North American Muslim experiences (both socially and culturally); we will discuss questions of identity; and quests for authenticity.  We will raise the question of whether a distinctively “American Islam” is emerging.Prerequisite(s)/Course Notes: (Formerly Islam in North America.)
bulletin.hofstra.edu,RELI,RELI060,(HP) Heretics; Skeptics and Freethinkers,3,,PeriodicallyThis course will look at religion from the perspective of the outsider: those who have challenged more traditional or institutionalized religious expressions; who have questioned the nature and/or existence of God(s); who have offered alternatives to a religious world view. This approach will allow us to app
bulletin.hofstra.edu,RELI,RELI065,(HP) Sex and Death: Sacrifice and Martyrdom,3,,PeriodicallyThis course examines the role of sacrifice and martyrdom in world religions; both as a real phenomenon and as a symbol. What roles do discourses and practices of sacrifice and martyrdom play in different cultural contexts? How did they arise as an ideal; and why are these ideals so often connected to eroticism? The course may also consider why the religious discourse of sacrifice and martyrdom remains a motivating force in secular societies.Prerequisite(s)/Course Notes: (Formerly Sex and Death: Perspectives on Martyrdom in the Ancient World.)
bulletin.hofstra.edu,RELI,RELI066,(HP) Demonology: Religion and the Dark Side,3,,PeriodicallyThis course investigates demons; the dark side and underworlds; and the various ways they are conceptualized and personified in religious traditions. We will begin with historical origins and theoretical groundings; move on to explore contemporary demon traditions; and end with a case study of Satan.  The course will make use of primary sources in literature; liturgy and material culture.Prerequisite(s)/Course Notes: [Formerly (HP) Satan and Hell.]
bulletin.hofstra.edu,RELI,RELI070,(CC; HP) Karma Cola: New York’s Hindu Communities,3,,PeriodicallyThis course will explore the historical; philosophical; social; and ritual dimensions of lived Hinduism in the greater New York area. Course will feature field visits to Hindu temples; as well as in-class speakers.Prerequisite(s)/Course Notes: [Formerly (CC; HP) New York’s Hindu Communities.]
bulletin.hofstra.edu,RELI 072,RELI 072A-Z,(HP) Living With Major Thinkers in the Study of Religion,3,,Once a YearThis course is designed to introduce students to some of the major thinkers who have pondered well and deeply about religion through close readings of one particular theorist each year. One year; students will read Nietzsche; another year Foucault; etc. Students will learn to read theory in general by learning how to read the work of a major thinker.Prerequisite(s)/Course Notes: May be repeated for credit as topics vary. Specific titles and course descriptions for special topics courses are available in the online class schedule.
bulletin.hofstra.edu,RELI,RELI075,(CC) Mysticism and the Spiritual Quest,3,,Periodically   Mysticism is traditionally defined as the yearning for direct connection to a  transcendent reality and is referred to as the esoteric dimension of religious  search. Though evident as a global phenomenon; mystical traditions most notably  developed in the monotheistic faiths of Judaism; Christianity and Islam; as well  as in the many religious traditions of India; China; Japan and ancient Greece.  A cross-cultural exploration of the meanings; definitions; practices and common  themes of mysticism via a study of original texts (in translation) from different  parts of the world.Prerequisite(s)/Course Notes: Credit given for this course or PHI 102 ; not both.
bulletin.hofstra.edu,RELI,RELI076,(HP) History of Irish Spirituality,3,,PeriodicallyThis course explores the history of Irish mysticism and spirituality and relates them to other important topics in Irish history and literature. By reading a wide variety of texts (both pre-dating Christianity in Ireland and composed during the 1;500 years of Christianity in Ireland); and by focusing on the competing claims of various traditions and traditional practices; students will come to a richer understanding of Irish spirituality.Prerequisite(s)/Course Notes: Same as IRE 076 . Credit given for this course or IRE 76; not both.
bulletin.hofstra.edu,RELI,RELI080,(CC) Life; Death and Immortality,3,,Periodically“Life;” “death;” and “immortality” are perhaps the ultimate “big questions” confronting human beings. Humans are aware of their mortality; they are able to reflect on the fragility and the value of life and to ponder the possibilities of an afterlife. This class will explore multiple approaches to these questions. We begin with a consideration of the religious; literary and philosophic answers set out in antiquity. Then we turn to the modern era and consider these issues from both philosophical and scientific perspectives.Prerequisite(s)/Course Notes: Credit given for this course or PHI 103 ; not both.
bulletin.hofstra.edu,RELI,RELI085,(CC) Comparative Religious Ethics,3,,PeriodicallyReligions and cultures often have different values. Even when they share the same value; they often mean something quite different by it. This course is designed to introduce students to different religious frames of value and to involve them in wrestling with how to compare and adjudicate different religious ethics with sensitivity and fairness. Ultimately the course seeks to enable students to cultivate the skills necessary to negotiate the different ways of valuing that co-exist in a global world. Major themes explored in a comparative context include
bulletin.hofstra.edu,RELI,RELI086,(CC; IS) Religion and Medicine,3,,Once a YearThis course will introduce students to the overlap between medicine and religion; and teach the skills needed for negotiating issues that arise in health care due to religious diversity. A key element of the course will focus on developing an interdisciplinary perspective; readings will come from multiple disciplines; and discussion will focus on evaluating the usefulness; quality; and integrity of different disciplinary approaches. Ultimately the goal is to craft an integrated and
bulletin.hofstra.edu,RELI,RELI100,(HP) Modern Religious Thought,3,,Periodically   The advent of the Modern Age (post-14th century) ushered in a period of religious creativity and individual exploration that challenged not only orthodoxy but religion itself. Faith; scripture; and God were no longer simply objects of devotion; they were now open to moral critique and scientific examination.  This course  considers the historical impact of these new approaches to religion; and the provocative questions it raised: What if religion is more about feeling than thought? What if belief is about what works rather than what is true? Is the truth of religion even significant for belief?Prerequisite(s)/Course Notes: Any undergraduate RELI; JWST ; or PHI   course.
bulletin.hofstra.edu,RELI,RELI101,(HP) Jesus in Myth; Tradition and History,3,,PeriodicallyThis course examines literary and historical records of Jesus’ life. Students will examine canonical and non-canonical accounts of Jesus’ life in order to identify individual authors’ theological emphases. In addition; students will learn the history of the quests for the historical Jesus from the Enlightenment to modernity; and they will work with the established methods and criteria for establishing the historical Jesus.Prerequisite(s)/Course Notes: Any RELI or JWST course .
bulletin.hofstra.edu,RELI,RELI102,(HP) Birth of Christianity,3,,PeriodicallyThis course will introduce students to the literature and history of Christianity from the New Testament to Constantine; roughly the first four centuries of Christian history. Students will encounter theories about the spread of Christianity from Jerusalem through the Roman Empire; discuss scholarly arguments relating to the persecution of Christians and their responses; recognize a variety of forms of early Christianity; understand the social and political issues surrounding the canonization of the New Testament; and understand the complex issues surrounding early Jewish-Christian relations.Prerequisite(s)/Course Notes: Any RELI or JWST course  or permission of the instructor.
bulletin.hofstra.edu,RELI,RELI103,(CC) Warrior Saints: An Introduction to the Sikh Religion,3,,PeriodicallyThis course will introduce students to the phenomena; beliefs; practices and central teachings of Sikhism. Its main focus will be the often misunderstood alliance between mysticism and politics in the Sikh religion exemplified by the figure of the Warrior-Saint (or Saint-Sipahi). Other topics for discussion include
bulletin.hofstra.edu,RELI,RELI104,(CC; HP) Buddhist Thought,3,,PeriodicallyThis course will explore and examine core Buddhist ideas and their interpretation and development within and across major schools of Buddhism - which may include Theravada (Southern); Mayahana (Eastern); Vajrayana (Northern); and Western Buddhism. An outline of the key ideas and concepts will be critically explored; with an emphasis on assessing their relevance for today. Students will be encouraged to reflect critically upon these ideas in light of their own experience and its multiple modern contexts.Prerequisite(s)/Course Notes: RELI 015 ; 016 ; 019 ; 026 ; 035 ; 075 ; 080 ; 103 ; 118 ; 125 ; PHI 017 ; 060 ; 102 ; 103 ; GEOG 114 ; or permission of instructor.
bulletin.hofstra.edu,RELI,RELI106,(HP) African-American Religion,3,,PeriodicallyThis course explores African-American religious practice; a practice which has played a central role in the world views and social contexts of black people in the United States; and thus in American history as well. The course explores the traditional religions of enslaved Africans; 20th-century nationalist faiths; and contemporary black religious diversity. African-American peoples’ religious journeys have led through Christianity; Judaism; Islam and Rastafarianism (and other religions); but have almost always involved the realities and rhetorics of “black;” “white;” and “race.” The course emphasizes three intertwined approaches: critical analysis of the history and hermeneutics of race; close reading of primary sources; and first-hand field trips and “race experiments.”Prerequisite(s)/Course Notes: RELI 012 ; 013 ; 015 ; 016 ; 018 ; or 050 .
bulletin.hofstra.edu,RELI,RELI109,(HP) Sex and the Body in Religious Studies,3,,PeriodicallyThis course is designed to introduce the major contemporary theoretical moves scholars use to help them think about the force of sexuality and the body in religion (which we often think is only about the soul; spirit; belief). The bulk of the class involves close readings of selected contemporary theorists and issues. In the last two weeks of class; we will practice using these theorists as lenses for bringing into focus the role of the body; sexuali
bulletin.hofstra.edu,RELI,RELI121,(HP) The Religious Mind,3,,PeriodicallyThis course will introduce students to the cognitive study of religion. The methods of evolutionary studies; cognitive psychology; and neuroscience are now being used to investigate religious belief; behavior and traditions. This approach offers fresh perspective into a number of issues within the study of religion; opens up new ways of understanding the power of religion to shape our lives; and raises important questions about the nature of religious beliefs.Prerequisite(s)/Course Notes: Any RELI; JWST ;  PHI ; or PSY   course; or permission of the instructor.
bulletin.hofstra.edu,RELI,RELI130,(HP) Thinking Mysticism: Sex and Power,3,,PeriodicallyDue to the private nature and the ineffability of mystical experience; this course begins by questioning the very possibility of thinking about mysticism. It explores the works of major theorists in the academic study of mysticism and charts the most important debates where mystical writings are set within broader sociopolitical and religious contexts. Many of these critiques view mystical knowledge through the lens of gender and power to reveal in discussions of mysticism a male-dominated and Eurocentric discourse.Prerequisite(s)/Course Notes: RELI 010 ; 012 ; 015 ; 016  or 075 . [Formerly (HP) Thinking Mysticism in the Academy: Gender and Power.]
bulletin.hofstra.edu,RELI 140,RELI 140A-Z,Special Topics in Religion,1-3,,Periodically  Studies in such special topics as psychology of religion; religion in America; new religious movements; religion; media and American culture; and religion and the liberal arts. For additional information on these courses; visit the Department of Religion Web site.Prerequisite(s)/Course Notes: May be repeated for credit when topics vary. Specific titles and course descriptions for special topics courses are available in the online class schedule.
bulletin.hofstra.edu,RELI,RELI150,(IS) Approaches to the Study of Religion,3,,PeriodicallyExamination of basic methodological issues and problems in the modern study of religion. Discussion of theories of religion from several points of view; e.g.; sociological; psychological; anthropological and philosophical. Attention to such problems as the relativity of knowledge and belief; the nature of interpretation; the status of functional explanation; and the explanation of human behavior. Course is designed to promote the development of students’ critical analysis and the oral communication of critical approaches to the study of religion.Prerequisite(s)/Course Notes: Any RELI or JWST course  or permission of instructor.
bulletin.hofstra.edu,RELI,RELI151,Violence and Religion in South Asia,3,,PeriodicallyDo religions justify and cause violence or are they better seen as forces for peace and tolerance? This course examines the relationship between violence and religion in South Asia. Themes discussed include but are not limited to: the rise of communal and separatist movements; inter-religious conflicts; religious nationalism; role of colonialism and Western models of modernity in framing contemporary debates about religious violence.Prerequisite(s)/Course Notes: RELI 015  or 016 .
bulletin.hofstra.edu,RELI,RELI152,(HP) Women in Early Christianity,3,,PeriodicallyThis course will examine the representations of women in early Christianity; focusing primarily on the first four centuries of Christian history. Students will be introduced to constructions of sex and gender in ancient Greek and Roman philosophy and medical literature and the role of women in contemporaneous pagan and Jewish cultures. From there the course will focus on intra-Christian conflicts involving the role of women; in particular; martyrdom; orthodoxy and heresy; and asceticism. Throughout the course; students will wres
bulletin.hofstra.edu,RELI,RELI153,(CC) Political Islam,3,,PeriodicallyThis course examines the political dimensions of Islam. We will trace back the roots of Islam centered political ideologies; situating them within their historical and social contexts. We will investigate social; political; economic; and religious agendas of traditionalist; modernist; as well as fundamentalist Muslim movements. Focusing on a set of chosen Muslim countries; we will explore what motivates individuals to join political movements; drawing on Islam as a main reference system. Students will get acquainted with basic political concepts of the Islamic tradition; and the way these concepts are negotiated vis-à-vis modern institutions and values such as the nation state; secularism; democracy and human rights.Prerequisite(s)/Course Notes: Same as PSC 109 .
bulletin.hofstra.edu,RELI,RELI154,(HP) American Catholicism Now,3,,PeriodicallyExplorations of varieties of Catholicism in the United States: 1) as a common spiritual impulse across different times and contexts; 2) as a highly differentiated religion whose members both shared and contested its meanings; and 3) as a prism for understanding historical developments for America and Americans in general. The course begins by trying to define Catholicism; including close reading of primary sources; and concludes with reflection upon a semester-long reading of Thomas Merton’s The Seven Storey Mountain. Each offering will include specific emphases; from expressions of sacramentality to social justice to sexuality issues.Prerequisite(s)/Course Notes: RELI 010 ; 012 ; 013 ; 014F ; 014S ; 015 ; 016 ; 017 ; 018 ; 050 ; 070 ; 075 ; 080  or 085 . (Formerly (HP) Varieties of American Catholic Experience.)
bulletin.hofstra.edu,RELI,RELI157,(CC) Sikh Mysticism,3,,PeriodicallyThis course examines the nature; role and meanings of Sikh thought;religion and culture by looking at what mysticism is; and what itcontributes to modern Sikh consciousness and culture. Expressions ofSikh mysticism as found in the writings of the Sikh Gurus will bepresented in comparative context. One of the aims of this course is toshow how Sikh mysticism draw
bulletin.hofstra.edu,RELI,RELI158,(HP) Religion in Everyday Life,3,,PeriodicallyThis class goes behind the headlines of general perceptions of religion to see faiths close up. It tests the idea that understanding religion starts with understanding the people that live it — and the person who’s studying it. Using methods from anthropology; literary studies; and cultural studies; each student chooses a local religious community as his or her site for semester-long field work; including self-analysis; participant-observation; interviews; and readings of bodies; literature; and material culture. At the same time; students read some of the best ethnographic studies of religion from the past decade.Prerequisite(s)/Course Notes: RELI 010 ; 012 ; 013 ; 014F ; 014S ; 015 ; 016 ; 017 ; 018 ; 050 ; 070 ; 075 ; 080  or 085 . (Formerly (HP) Studying American Religion From the Ground Up.)
bulletin.hofstra.edu,RELI,RELI191,Independent Study in Religious Studies,1-3,Fall&Spring,Individualized plan of study developed by student in consultation with; and with the approval of a member of the faculty; approved by Religious Studies Adviser who will serve as tutor for the course.Prerequisite(s)/Course Notes: Approval of instructor and Religious Studies Adviser. May be repeated for credit when topics vary.
bulletin.hofstra.edu,RELI,RELI192,Internship in Religious Studies,1-6,Fall&Spring,SummerThis internship provides students with an opportunity to apply the academic study of religion to practical situations. Prerequisite(s)/Course Notes: RELI 010 ; minimum GPA of 2.5 and screening interview with instructor or department chairperson. For each semester hour; students will work a minimum of 28 hours on site in addition to completing a minimum of 10 hours of academic work that will include reading; research; and a final paper or project that situates the internship experience within the broader framework of the academic study of religion. Also required; but not counted as part of the 10 hours of academic work are a minimum of three meetings with a faculty adviser – one at the beginning; another at mid-term; and the final at the end of the work experience.  Grades will be based on both on-site evaluation and academic work. An on-site evaluation of “poor” will result in a grade no higher than a C.  May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,RELI,RELI193,Honors Essay,3,Fall&Spring,Research for and writing of a substantial essay in religion.  Open only to religion majors who are eligible and desire to graduate with departmental honors.  Interested students must secure; before registration; written permission of the instructor who will supervise the essay.  The Honors Essay will be evaluated by the department.  Prerequisite(s)/Course Notes: May be repeated for credit once if taken in consecutive semesters.
bulletin.hofstra.edu,RES,RES119,Introduction to Research and Writing in Health,3,,Once a year Concepts and methodology in modern scientific inquiry leading to writing skills in the field of health research. Strategies in reading and interpreting the professional literature as prel
bulletin.hofstra.edu,RES,RES124,Introduction to Grant Funding and Proposal Development in the Field of Health,3,,Once a year Introduction to the principles of grant proposal preparation and the identification of funding sources. Strategies in performing needs assessments and seeking pr
bulletin.hofstra.edu,RLLT,RLLT014F,First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. This course is offered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,RLLT,RLLT014S,First-Year Seminar,3-4,Spring,This course gives first-year students the opportunity to work in a seminar format with a member of the faculty in an area of the faculty member’s research interests. Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. This course is offered for distribution credit; consult the Semester Planning Guide for proper category listing. Students may take only one 14F or 12F seminar and only one 14S or 12S seminar.
bulletin.hofstra.edu,RLLT,RLLT101,(LT) Colonization and Decolonization in the French- and Spanish-Speaking Caribbean Islands,3,,Exploration of literary works from French and Spanish SpeakingCaribbean islands including Guadeloupe; Martinique; Haiti; Puerto Rico;and Cuba. Readings include works by Cesaire; Fanon; Conde; Alexis;Carpentier; Gomez de Avellaneda; Santiago; and others. Topics coveredinclude colonialism; decolonization; cross-cultural identity for
bulletin.hofstra.edu,RLLT,RLLT102,(LT) Postmodern Fiction in Romance Languages,3,,Once a Year Study of cultural and literary trends as they appear in French; Italian; and Spanish works of fiction written after 1980. Special attention will be paid to identity construction (regional/national/European/global); the relationship between genders and the representation of the masculine and the feminine; and the redefinition of the role of literature
bulletin.hofstra.edu,RTVF,RTVF001,Foundations of Radio; Television; Film; and New Media,3,Fall&Spring,This interdisciplinary course is designed to increase the student’s understanding of how radio; television; film; and new media communicate ideas. Through a study of perceptual principles; graphic design; photography; radio and sound; film; television; and the Web; students explore the underlying forms and processes of media. The development of a critical vocabulary and an analytical perspective; and the opportunity to create various media projects provide students with the background to pursue further studies in mediated communication.Prerequisite(s)/Course Notes: (Formerly Sound and Image Aesthetics.)
bulletin.hofstra.edu,RTVF,RTVF010,(AA) Introduction to Cinema Studies,3,Fall&Spring,This course introduces students to the history and theory of the cinema; from its earliest expression in the nickelodeons of the big cities to the present day’s 3-D IMAX theaters. The course explores a diverse body of work; ranging over genres (for example; horror; sci-fi; the Western); and national cinemas (for example; German expressionism; Italian neorealism; or French new wave). By learning to identify and analyze film form and style; students become familiar with production techniques and various theories of film language; as well as cinema’s powerful influence on other visual media. Screenings will be combined with readings from a wide variety of perspectives; including those of critics; filmmakers; and historians.Prerequisite(s)/Course Notes: This course is required as a prerequisite for many RTVF courses.   [Formerly (AA) Introduction to Film and Television Study.]
bulletin.hofstra.edu,RTVF,RTVF011,History and Theory of Audio and Radio,3,Fall&Spring,Introduction to the development of the radio industry; from 1919 to the present; focusing on managerial structure and philosophies; technological cha
bulletin.hofstra.edu,RTVF,RTVF014,Media Production Practicum,1-2,,Application of television and film production knowledge to pre-selected department and extracurricular productions. Students are required to be available for production work beyond scheduled class time.Prerequisite(s)/Course Notes: RTVF 026  and 044 . Open only to BS in Radio; Television; Film majors. No liberal arts credit. Course is repeatable for credit; up to 6 s.h. to be applied to the BS degree. Pass/D+/D/Fail grade only.
bulletin.hofstra.edu,RTVF,RTVF015,Survey of Television and Integrated Media,3,Fall&Spring,An overview of today’s television and integrated media environments. While recognizing traditional modalities of distribution within broadcast and cable; newer forms of information and entertainment distribution technologies and associated issues are examined in historical and cultural contexts. Students will develop critical awareness of the roles played by stakeholders; such as the public; the industry; and the government regulators in an environment of fast-paced social and technological change.Prerequisite(s)/Course Notes: Admission to class by permission of department. May not be taken on a Pass/D+/D/Fail basis. (Formerly Survey of Electronic Media.)
bulletin.hofstra.edu,RTVF,RTVF016,Television Aesthetics and Criticism,3,,PeriodicallyThis course is designed as an introduction to the analysis of television story-telling modes and strategies.  Students will be taught the tools and concepts needed to disassemble television narratives as seen in the classical television series; sitcom; drama and contemporary reality television.  Emphasis will be placed on developing a taxonomy of television programs through critical aesthetic theory; genre analysis; auteur studies and production studies.Prerequisite(s)/Course Notes: Admission to class by permission of department.  May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,RTVF,RTVF021,Fundamentals of Radio Production,3,Fall&Spring,Theories and practices of basic radio production. Course focuses on basic theories of audio and attributes of sound; audio board operations (both broadcast and production); radio production formats; microphones; analog and digital recording and playback equipment; and other broadcast studio standards. Students are required to be available for production and laboratory time beyond scheduled class time. Prerequisite(s)/Course Notes: No liberal arts credit. Admission to class by permission of department. Lab fees additional.
bulletin.hofstra.edu,RTVF,RTVF023,Radio Reporting and Production,3,Fall&Spring,This course focuses on the theories and practices of radio journalism and will introduce students to the basic skills of reporting and producing radio news. A wide variety of projects are intended to develop a student’s ability to produce; conceive and write radio newscasts; news wraps; and other radio news pieces of various lengths; including live spot reports and breaking news stories. The course is designed to get students to think comprehensively about radio news and informational program production; to understand that technical proficiency; thematic clarity and journalistic integrity go hand in hand in reporting and producing radio news. Outside reporting time is required; with projects to be produced for WRHU. Prerequisite(s)/Course Notes: RTVF 021  or JRNL 015 . No liberal arts credit. Admission to class by permission of Radio; Television; Film  Department. Lab fees additional. Same as JRNL 025 .
bulletin.hofstra.edu,RTVF,RTVF024,Television Production: Multi-camera Studio,4,Fall&Spring,This course focuses on all facets of studio production with particular attention paid to the production process and creative expression. With a blending of theory and practice; students participate in television exercises and productions to learn the basic terminology; technologies; and positions associated with multi-camera productions for television and the Web. Students are required to be available for production work beyond scheduled class time. Prerequisite(s)/Course Notes: Video/TV majors only. No liberal arts credit. Lab fees additional. (Formerly Introduction to Television: Multi-camera Production.)
bulletin.hofstra.edu,RTVF,RTVF025,Introduction to Digital Media,3,Fall&Spring,An introduction to digital editing and digital media theory; creation; and management. Studies include fundamental non-linear editing techniques; basic graphic design; repurposing and manipulating aural and visual materials; digital compression and practical online distribution.  Students are required to be available for production work beyond scheduled class time. Prerequisite(s)/Course Notes: Video/TV and Radio majors only . Lab fees additional. No liberal arts credit. May not be taken on a Pass/D+D/Fail basis.
bulletin.hofstra.edu,RTVF,RTVF026,Single-camera Television Production,3,Fall&Spring,An introduction to on-location single camera television production techniques and concepts. Students will learn videography techniques; production processes and post-production methods used to create short-form programming. Emphasis will be placed on the effectiveness of overall message communication.  Students are required to be available for production work beyond scheduled class time.Prerequisite(s)/Course Notes: RTVF 025 . Video/TV majors only . No liberal arts credit. Admission to class by permission of department. Lab fees additional. (Formerly Introduction to Television: Field Production and Editing.)
bulletin.hofstra.edu,RTVF,RTVF027,Introductory Film Production,3,Fall&Spring,Introduction to film production emphasizing the development of short narrative  films and the use of principles of continuity filmmaking. Basic processes of how  cameras work and how films are constructed from scripting through editing. Equipment  is provided but students will have expenses for film and processing.Prerequisite(s)/Course Notes: RTVF 010 . Admission to class by permission of department. Lab fees additional.
bulletin.hofstra.edu,RTVF,RTVF034,Foundations of Television Writing,3,Fall&Spring,This course is designed to introduce students to a writing process that they can apply to writing scripts for numerous formats of television and web media. This course will focus primarily on writing the hour-long drama and ½-hour comedy formats while also covering three-act structure; commercials; and web series. To deepen and contextualize the student’s knowledge; this class will address the historical evolution of the television writer’s role and explore career paths in writing for television. Assignments will include the various television and web formats; including complete “spec” script episodes of both a current television drama and comedy. A final group project and presentation will simulate the modern television “writer’s room” experience. This course is designed for students who are beginning their study of a wide range of media forms and have an interest in understanding the art and craft of writing for television.Prerequisite(s)/Course Notes: Video/TV majors only . May not be taken on a Pass/D+D/Fail basis. (Formerly Foundations of Television and Web TV Writing.)
bulletin.hofstra.edu,RTVF,RTVF040,Fundamentals of Television Production,3,,PeriodicallyThis course provides and overview of the television production process; including single- and multi-camera production. Students are introduced to basic terminology and positions associated with pre-production planning; production; and post-production editing. Students are required to be available for production work beyond scheduled class time.Prerequisite(s)/Course Notes: RTVF 001 . Admission to class by permission of department. No liberal arts credit. Lab fees additional. Open to nonmajors only.
bulletin.hofstra.edu,RTVF,RTVF041,Radio Feature Reporting and Production,3,Fall&Spring,Through the application of theories and practices of radio feature reporting and production; students produce layered radio reports appropriate to a variety of formats. Students gain competency in pre-production planning and researching; field production; interviewing; and post-production; including writing and editing scripts; familiarity with emerging technologies and techniques; and mastery of digital editing and multi-track digital mixing. Projects include the conception; writing; and production of radio news feature stories; and creative audio pieces; many of which will be broadcast on WRHU. Students are required to be available for production and laboratory time beyond scheduled class time.Prerequisite(s)/Course Notes: RTVF 021 . No liberal arts credit. Same as JRNL 026 . Admission to class by permission of Radio; Television; Film  Department. Lab fees additional.
bulletin.hofstra.edu,RTVF,RTVF042,Radio Magazine Production,3,Spring,Through the application and theories of audio production and contemporary radio programming; students conceptualize and produce a broad array of magazine programs reflecting the various formats of today’s diverse radio market. Combining hands-on practical exercises; in-field production work; and critical listening projects; students gain competency in the many areas related to the production of short- and long-form radio magazines. Students develop a thorough understanding of the links between distinct radio program formats; station marketing and target audiences. Projects include the production of radio interviews and live-talk segments. Students will rotate in their roles to give them a taste of the elements of successful radio magazines. Students must be available for production and laboratory time.Prerequisite(s)/Course Notes: RTVF 021  or JRNL 015  or by permission of Radio; Television; Film  Department. No liberal arts credit. Same as JRNL 027 . Lab fees additional.
bulletin.hofstra.edu,RTVF,RTVF043,Radio Station Imaging and Production,3,Fall,his course focuses on the theories and practices of radio station imaging and production.  “Station imaging” and “creative enhancement” are general terms used to describe the elements produced internally by a radio station to promote and/or market itself.  Imaging is both an internal promotional approach; and an external marketing strategy; that refers to how a broadcaster positions its radio station within the marketplace.  Through classroom lectures; practical studio production work; and a broad array of assignments and readings; students will become familiar with the technical terms and strategic practices associated with radio station imaging.  Students will gain the skills necessary to create radio “sweepers;” music menus; and “promos” for shows; special events; and contests.  The course is designed to give students a critical appreciation for how audio elements create a particular effect; and to understand how writing and editing play a role in shaping perceptions of the listener.  Other topics include copyright restrictions; acquiring music and sound effects for productions; and developing image campaigns.  Students will produce all of the projects on advanced digital production software.  Prerequisite(s)/Course Notes: RTVF 021   or by permission of department. No liberal arts credit. Lab fees additional. May not be taken on a Pass/D+/D/Fail basis.
